CMDLINE python transppi_timespace.py
MEM 777.945312 1730778843.8475
MEM 778.460938 1730778843.9478
MEM 778.976562 1730778844.0481
MEM 779.492188 1730778844.1487
MEM 779.750000 1730778844.2491
MEM 780.523438 1730778844.3494
MEM 781.296875 1730778844.4499
MEM 782.070312 1730778844.5504
MEM 782.328125 1730778844.6507
MEM 782.328125 1730778844.7511
MEM 783.101562 1730778844.8517
MEM 783.875000 1730778844.9520
MEM 784.132812 1730778845.0524
MEM 784.648438 1730778845.1526
MEM 785.164062 1730778845.2530
MEM 786.195312 1730778845.3533
MEM 786.710938 1730778845.4536
MEM 786.968750 1730778845.5539
MEM 786.968750 1730778845.6542
MEM 787.226562 1730778845.7545
MEM 787.484375 1730778845.8549
MEM 788.515625 1730778845.9552
MEM 789.031250 1730778846.0555
MEM 789.546875 1730778846.1558
MEM 790.062500 1730778846.2562
MEM 791.351562 1730778846.3566
MEM 791.351562 1730778846.4569
MEM 792.382812 1730778846.5572
MEM 792.898438 1730778846.6575
MEM 792.898438 1730778846.7579
MEM 794.187500 1730778846.8582
MEM 794.445312 1730778846.9585
MEM 794.960938 1730778847.0588
MEM 795.218750 1730778847.1591
MEM 795.476562 1730778847.2595
MEM 796.250000 1730778847.3598
MEM 796.507812 1730778847.4601
MEM 797.796875 1730778847.5605
MEM 798.312500 1730778847.6608
MEM 798.312500 1730778847.7611
MEM 798.312500 1730778847.8614
MEM 799.601562 1730778847.9617
MEM 800.632812 1730778848.0621
MEM 801.148438 1730778848.1624
MEM 801.921875 1730778848.2627
MEM 802.953125 1730778848.3630
MEM 803.468750 1730778848.4633
MEM 804.757812 1730778848.5636
MEM 805.273438 1730778848.6640
MEM 805.531250 1730778848.7643
MEM 806.042969 1730778848.8646
MEM 806.558594 1730778848.9649
MEM 807.332031 1730778849.0652
MEM 808.105469 1730778849.1658
MEM 809.136719 1730778849.2661
MEM 809.394531 1730778849.3664
MEM 810.167969 1730778849.4668
MEM 810.683594 1730778849.5671
MEM 810.941406 1730778849.6674
MEM 811.972656 1730778849.7677
MEM 812.488281 1730778849.8680
MEM 813.261719 1730778849.9684
MEM 814.035156 1730778850.0687
MEM 815.066406 1730778850.1690
MEM 815.582031 1730778850.2694
MEM 816.613281 1730778850.3697
MEM 817.128906 1730778850.4700
MEM 817.902344 1730778850.5703
MEM 818.675781 1730778850.6707
MEM 819.191406 1730778850.7710
MEM 819.707031 1730778850.8714
MEM 820.222656 1730778850.9717
MEM 820.480469 1730778851.0720
MEM 820.996094 1730778851.1723
MEM 821.511719 1730778851.2726
MEM 822.542969 1730778851.3729
MEM 823.058594 1730778851.4732
MEM 823.574219 1730778851.5736
MEM 823.574219 1730778851.6739
MEM 824.347656 1730778851.7742
MEM 824.863281 1730778851.8745
MEM 825.894531 1730778851.9748
MEM 826.925781 1730778852.0751
MEM 827.699219 1730778852.1754
MEM 828.214844 1730778852.2758
MEM 828.472656 1730778852.3761
MEM 829.246094 1730778852.4764
MEM 829.761719 1730778852.5767
MEM 830.535156 1730778852.6771
MEM 831.050781 1730778852.7774
MEM 831.824219 1730778852.8777
MEM 832.082031 1730778852.9780
MEM 832.597656 1730778853.0783
MEM 833.113281 1730778853.1787
MEM 833.371094 1730778853.2790
MEM 834.144531 1730778853.3793
MEM 834.402344 1730778853.4796
MEM 834.402344 1730778853.5799
MEM 834.917969 1730778853.6803
MEM 835.175781 1730778853.7806
MEM 835.949219 1730778853.8809
MEM 836.722656 1730778853.9812
MEM 836.980469 1730778854.0815
MEM 837.753906 1730778854.1818
MEM 838.269531 1730778854.2821
MEM 839.042969 1730778854.3825
MEM 839.558594 1730778854.4828
MEM 839.816406 1730778854.5831
MEM 841.105469 1730778854.6834
MEM 841.363281 1730778854.7838
MEM 841.878906 1730778854.8841
MEM 842.394531 1730778854.9844
MEM 843.167969 1730778855.0848
MEM 843.425781 1730778855.1851
MEM 843.941406 1730778855.2855
MEM 844.972656 1730778855.3858
MEM 845.230469 1730778855.4861
MEM 845.488281 1730778855.5864
MEM 845.488281 1730778855.6867
MEM 846.003906 1730778855.7870
MEM 846.003906 1730778855.8874
MEM 846.777344 1730778855.9877
MEM 847.808594 1730778856.0880
MEM 848.324219 1730778856.1883
MEM 848.839844 1730778856.2886
MEM 849.613281 1730778856.3889
MEM 850.386719 1730778856.4892
MEM 850.902344 1730778856.5896
MEM 851.417969 1730778856.6899
MEM 851.933594 1730778856.7902
MEM 852.707031 1730778856.8905
MEM 853.480469 1730778856.9909
MEM 853.738281 1730778857.0912
MEM 854.253906 1730778857.1915
MEM 855.027344 1730778857.2918
MEM 856.058594 1730778857.3921
MEM 856.574219 1730778857.4925
MEM 857.089844 1730778857.5929
MEM 857.605469 1730778857.6932
MEM 857.863281 1730778857.7935
MEM 858.378906 1730778857.8938
MEM 859.152344 1730778857.9941
MEM 859.667969 1730778858.0944
MEM 859.667969 1730778858.1948
MEM 860.441406 1730778858.2951
MEM 860.699219 1730778858.3954
MEM 861.214844 1730778858.4957
MEM 861.730469 1730778858.5961
MEM 861.988281 1730778858.6964
MEM 863.277344 1730778858.7967
MEM 863.792969 1730778858.8970
MEM 864.050781 1730778858.9973
MEM 864.824219 1730778859.0977
MEM 865.339844 1730778859.1980
MEM 866.371094 1730778859.2983
MEM 866.628906 1730778859.3986
MEM 867.660156 1730778859.4989
MEM 868.433594 1730778859.5993
MEM 869.464844 1730778859.6996
MEM 869.980469 1730778859.7999
MEM 870.753906 1730778859.9002
MEM 871.011719 1730778860.0005
MEM 871.527344 1730778860.1008
MEM 872.300781 1730778860.2011
MEM 872.816406 1730778860.3015
MEM 873.332031 1730778860.4018
MEM 873.847656 1730778860.5021
MEM 874.363281 1730778860.6024
MEM 874.878906 1730778860.7027
MEM 875.910156 1730778860.8034
MEM 875.910156 1730778860.9039
MEM 876.425781 1730778861.0042
MEM 877.199219 1730778861.1046
MEM 877.972656 1730778861.2050
MEM 878.488281 1730778861.3054
MEM 879.261719 1730778861.4059
MEM 880.035156 1730778861.5064
MEM 881.324219 1730778861.6067
MEM 882.355469 1730778861.7071
MEM 882.871094 1730778861.8075
MEM 883.128906 1730778861.9078
MEM 883.644531 1730778862.0082
MEM 884.160156 1730778862.1085
MEM 884.933594 1730778862.2089
MEM 885.964844 1730778862.3092
MEM 886.480469 1730778862.4096
MEM 886.996094 1730778862.5100
MEM 887.511719 1730778862.6104
MEM 888.027344 1730778862.7109
MEM 888.542969 1730778862.8113
MEM 889.058594 1730778862.9117
MEM 889.570312 1730778863.0121
MEM 890.085938 1730778863.1126
MEM 890.343750 1730778863.2129
MEM 890.859375 1730778863.3132
MEM 891.375000 1730778863.4138
MEM 891.632812 1730778863.5142
MEM 892.148438 1730778863.6145
MEM 892.921875 1730778863.7149
MEM 893.179688 1730778863.8152
MEM 894.468750 1730778863.9156
MEM 894.984375 1730778864.0161
MEM 895.500000 1730778864.1165
MEM 896.273438 1730778864.2168
MEM 896.789062 1730778864.3172
MEM 897.046875 1730778864.4175
MEM 897.562500 1730778864.5178
MEM 898.335938 1730778864.6183
MEM 898.851562 1730778864.7189
MEM 899.109375 1730778864.8193
MEM 899.625000 1730778864.9198
MEM 900.140625 1730778865.0202
MEM 900.656250 1730778865.1206
MEM 901.171875 1730778865.2211
MEM 901.687500 1730778865.3217
MEM 902.203125 1730778865.4221
MEM 902.718750 1730778865.5224
MEM 903.234375 1730778865.6228
MEM 904.007812 1730778865.7231
MEM 905.039062 1730778865.8235
MEM 905.296875 1730778865.9238
MEM 905.812500 1730778866.0242
MEM 906.843750 1730778866.1245
MEM 907.617188 1730778866.2249
MEM 907.617188 1730778866.3253
MEM 908.222656 1730778866.4259
MEM 908.734375 1730778866.5263
MEM 909.507812 1730778866.6266
MEM 910.023438 1730778866.7270
MEM 910.539062 1730778866.8273
MEM 911.054688 1730778866.9277
MEM 911.828125 1730778867.0280
MEM 912.085938 1730778867.1284
MEM 912.343750 1730778867.2289
MEM 912.343750 1730778867.3292
MEM 913.632812 1730778867.4296
MEM 913.890625 1730778867.5301
MEM 914.664062 1730778867.6305
MEM 915.175781 1730778867.7309
MEM 915.691406 1730778867.8314
MEM 915.949219 1730778867.9317
MEM 916.464844 1730778868.0320
MEM 917.496094 1730778868.1325
MEM 917.753906 1730778868.2328
MEM 918.269531 1730778868.3331
MEM 918.527344 1730778868.4335
MEM 919.816406 1730778868.5338
MEM 920.332031 1730778868.6342
MEM 921.105469 1730778868.7345
MEM 921.621094 1730778868.8351
MEM 922.136719 1730778868.9355
MEM 922.652344 1730778869.0361
MEM 923.425781 1730778869.1364
MEM 923.683594 1730778869.2367
MEM 924.457031 1730778869.3373
MEM 924.972656 1730778869.4376
MEM 925.488281 1730778869.5381
MEM 926.261719 1730778869.6386
MEM 926.777344 1730778869.7390
MEM 927.550781 1730778869.8393
MEM 928.324219 1730778869.9399
MEM 928.839844 1730778870.0405
MEM 928.839844 1730778870.1408
MEM 929.613281 1730778870.2412
MEM 930.128906 1730778870.3415
MEM 930.902344 1730778870.4418
MEM 931.417969 1730778870.5424
MEM 932.449219 1730778870.6427
MEM 933.222656 1730778870.7430
MEM 933.480469 1730778870.8436
MEM 934.253906 1730778870.9440
MEM 935.285156 1730778871.0446
MEM 935.800781 1730778871.1451
MEM 936.316406 1730778871.2454
MEM 936.574219 1730778871.3457
MEM 936.832031 1730778871.4460
MEM 937.347656 1730778871.5463
MEM 938.121094 1730778871.6467
MEM 938.378906 1730778871.7471
MEM 938.894531 1730778871.8474
MEM 939.667969 1730778871.9480
MEM 940.183594 1730778872.0484
MEM 940.441406 1730778872.1487
MEM 940.699219 1730778872.2490
MEM 941.214844 1730778872.3494
MEM 941.730469 1730778872.4497
MEM 941.988281 1730778872.5502
MEM 943.277344 1730778872.6506
MEM 943.535156 1730778872.7510
MEM 944.566406 1730778872.8515
MEM 945.082031 1730778872.9519
MEM 945.597656 1730778873.0522
MEM 946.628906 1730778873.1528
MEM 947.402344 1730778873.2534
MEM 947.660156 1730778873.3540
MEM 948.433594 1730778873.4545
MEM 948.691406 1730778873.5548
MEM 949.464844 1730778873.6552
MEM 950.238281 1730778873.7556
MEM 950.753906 1730778873.8561
MEM 951.269531 1730778873.9564
MEM 952.300781 1730778874.0570
MEM 952.816406 1730778874.1573
MEM 953.332031 1730778874.2579
MEM 953.847656 1730778874.3583
MEM 954.878906 1730778874.4586
MEM 955.394531 1730778874.5590
MEM 955.394531 1730778874.6593
MEM 956.167969 1730778874.7598
MEM 956.941406 1730778874.8601
MEM 957.457031 1730778874.9605
MEM 957.972656 1730778875.0608
MEM 959.003906 1730778875.1612
MEM 959.519531 1730778875.2615
MEM 960.035156 1730778875.3618
MEM 960.808594 1730778875.4622
MEM 961.324219 1730778875.5626
MEM 961.582031 1730778875.6630
MEM 961.839844 1730778875.7634
MEM 962.613281 1730778875.8639
MEM 963.128906 1730778875.9645
MEM 963.644531 1730778876.0649
MEM 964.160156 1730778876.1655
MEM 964.417969 1730778876.2658
MEM 964.675781 1730778876.3664
MEM 964.933594 1730778876.4667
MEM 965.449219 1730778876.5671
MEM 965.707031 1730778876.6676
MEM 965.964844 1730778876.7680
MEM 966.222656 1730778876.8684
MEM 966.480469 1730778876.9689
MEM 966.996094 1730778877.0694
MEM 967.769531 1730778877.1697
MEM 968.285156 1730778877.2702
MEM 968.542969 1730778877.3705
MEM 969.316406 1730778877.4709
MEM 969.832031 1730778877.5714
MEM 969.832031 1730778877.6718
MEM 970.605469 1730778877.7723
MEM 971.378906 1730778877.8727
MEM 972.152344 1730778877.9732
MEM 973.183594 1730778878.0735
MEM 973.441406 1730778878.1738
MEM 973.957031 1730778878.2742
MEM 974.214844 1730778878.3745
MEM 974.988281 1730778878.4748
MEM 975.503906 1730778878.5753
MEM 976.277344 1730778878.6758
MEM 976.535156 1730778878.7763
MEM 977.566406 1730778878.8766
MEM 978.082031 1730778878.9771
MEM 978.855469 1730778879.0774
MEM 978.855469 1730778879.1780
MEM 979.371094 1730778879.2783
MEM 980.144531 1730778879.3786
MEM 980.917969 1730778879.4790
MEM 981.175781 1730778879.5795
MEM 982.207031 1730778879.6800
MEM 982.464844 1730778879.7804
MEM 983.238281 1730778879.8808
MEM 984.269531 1730778879.9811
MEM 984.527344 1730778880.0814
MEM 985.558594 1730778880.1820
MEM 986.074219 1730778880.2823
MEM 986.847656 1730778880.3829
MEM 987.363281 1730778880.4833
MEM 987.363281 1730778880.5836
MEM 988.136719 1730778880.6840
MEM 988.652344 1730778880.7846
MEM 989.167969 1730778880.8852
MEM 989.425781 1730778880.9855
MEM 990.199219 1730778881.0860
MEM 990.972656 1730778881.1866
MEM 991.230469 1730778881.2870
MEM 992.261719 1730778881.3873
MEM 992.777344 1730778881.4878
MEM 993.292969 1730778881.5884
MEM 993.550781 1730778881.6890
MEM 994.324219 1730778881.7894
MEM 995.355469 1730778881.8900
MEM 995.613281 1730778881.9905
MEM 996.125000 1730778882.0908
MEM 996.382812 1730778882.1913
MEM 997.414062 1730778882.2917
MEM 997.414062 1730778882.3920
MEM 998.187500 1730778882.4926
MEM 998.445312 1730778882.5929
MEM 999.476562 1730778882.6933
MEM 999.476562 1730778882.7936
MEM 1000.765625 1730778882.8940
MEM 1001.539062 1730778882.9945
MEM 1001.539062 1730778883.0948
MEM 1002.054688 1730778883.1951
MEM 1002.828125 1730778883.2955
MEM 1003.343750 1730778883.3960
MEM 1004.117188 1730778883.4965
MEM 1004.890625 1730778883.5970
MEM 1005.148438 1730778883.6975
MEM 1005.664062 1730778883.7981
MEM 1006.179688 1730778883.8984
MEM 1007.210938 1730778883.9988
MEM 1007.726562 1730778884.0991
MEM 1008.500000 1730778884.1994
MEM 1009.789062 1730778884.2998
MEM 1009.789062 1730778884.4003
MEM 1010.304688 1730778884.5006
MEM 1011.335938 1730778884.6010
MEM 1011.851562 1730778884.7014
MEM 1012.109375 1730778884.8017
MEM 1012.882812 1730778884.9021
MEM 1013.398438 1730778885.0026
MEM 1013.914062 1730778885.1031
MEM 1014.687500 1730778885.2035
MEM 1015.718750 1730778885.3038
MEM 1016.234375 1730778885.4042
MEM 1017.007812 1730778885.5045
MEM 1017.523438 1730778885.6048
MEM 1017.523438 1730778885.7053
MEM 1018.296875 1730778885.8057
MEM 1018.812500 1730778885.9061
MEM 1019.070312 1730778886.0067
MEM 1019.843750 1730778886.1072
MEM 1020.359375 1730778886.2076
MEM 1020.617188 1730778886.3079
MEM 1020.875000 1730778886.4084
MEM 1021.132812 1730778886.5090
MEM 1021.648438 1730778886.6095
MEM 1021.648438 1730778886.7101
MEM 1022.164062 1730778886.8105
MEM 1023.195312 1730778886.9110
MEM 1023.710938 1730778887.0115
MEM 1023.968750 1730778887.1119
MEM 1024.226562 1730778887.2123
MEM 1025.257812 1730778887.3128
MEM 1025.515625 1730778887.4132
MEM 1025.515625 1730778887.5137
MEM 1025.773438 1730778887.6141
MEM 1026.289062 1730778887.7146
MEM 1026.804688 1730778887.8150
MEM 1026.804688 1730778887.9154
MEM 1027.320312 1730778888.0158
MEM 1027.578125 1730778888.1161
MEM 1028.867188 1730778888.2166
MEM 1029.640625 1730778888.3169
MEM 1030.156250 1730778888.4172
MEM 1030.929688 1730778888.5176
MEM 1031.187500 1730778888.6181
MEM 1031.703125 1730778888.7185
MEM 1031.703125 1730778888.8188
MEM 1032.218750 1730778888.9191
MEM 1032.992188 1730778889.0195
MEM 1033.250000 1730778889.1198
MEM 1034.281250 1730778889.2204
MEM 1034.281250 1730778889.3209
MEM 1034.789062 1730778889.4215
MEM 1034.789062 1730778889.5218
MEM 1035.558594 1730778889.6224
MEM 1036.074219 1730778889.7229
MEM 1036.589844 1730778889.8235
MEM 1037.105469 1730778889.9239
MEM 1037.878906 1730778890.0242
MEM 1038.136719 1730778890.1245
MEM 1038.652344 1730778890.2249
MEM 1039.167969 1730778890.3252
MEM 1039.941406 1730778890.4256
MEM 1040.457031 1730778890.5262
MEM 1040.972656 1730778890.6268
MEM 1041.488281 1730778890.7271
MEM 1042.003906 1730778890.8276
MEM 1042.777344 1730778890.9280
MEM 1043.550781 1730778891.0284
MEM 1043.808594 1730778891.1287
MEM 1044.324219 1730778891.2293
MEM 1044.839844 1730778891.3297
MEM 1045.613281 1730778891.4301
MEM 1046.128906 1730778891.5307
MEM 1046.902344 1730778891.6311
MEM 1047.417969 1730778891.7316
MEM 1048.191406 1730778891.8320
MEM 1048.964844 1730778891.9324
MEM 1049.222656 1730778892.0330
MEM 1049.480469 1730778892.1334
MEM 1049.996094 1730778892.2337
MEM 1049.996094 1730778892.3340
MEM 1050.253906 1730778892.4346
MEM 1051.285156 1730778892.5349
MEM 1051.800781 1730778892.6352
MEM 1052.058594 1730778892.7356
MEM 1052.832031 1730778892.8360
MEM 1053.347656 1730778892.9365
MEM 1053.863281 1730778893.0368
MEM 1054.378906 1730778893.1372
MEM 1055.152344 1730778893.2375
MEM 1055.925781 1730778893.3381
MEM 1056.183594 1730778893.4384
MEM 1056.441406 1730778893.5390
MEM 1057.472656 1730778893.6394
MEM 1057.988281 1730778893.7398
MEM 1058.246094 1730778893.8404
MEM 1058.246094 1730778893.9407
MEM 1058.835938 1730778894.0412
MEM 1059.863281 1730778894.1416
MEM 1060.378906 1730778894.2420
MEM 1061.667969 1730778894.3424
MEM 1062.441406 1730778894.4428
MEM 1062.957031 1730778894.5431
MEM 1063.472656 1730778894.6435
MEM 1063.988281 1730778894.7438
MEM 1064.503906 1730778894.8444
MEM 1064.761719 1730778894.9450
MEM 1065.792969 1730778895.0455
MEM 1066.308594 1730778895.1459
MEM 1066.824219 1730778895.2463
MEM 1067.082031 1730778895.3469
MEM 1068.113281 1730778895.4473
MEM 1068.371094 1730778895.5477
MEM 1068.886719 1730778895.6480
MEM 1069.402344 1730778895.7485
MEM 1069.917969 1730778895.8490
MEM 1070.949219 1730778895.9493
MEM 1070.949219 1730778896.0497
MEM 1071.464844 1730778896.1501
MEM 1071.980469 1730778896.2506
MEM 1072.496094 1730778896.3510
MEM 1073.527344 1730778896.4514
MEM 1073.785156 1730778896.5518
MEM 1074.042969 1730778896.6521
MEM 1074.042969 1730778896.7527
MEM 1074.558594 1730778896.8530
MEM 1074.816406 1730778896.9535
MEM 1075.332031 1730778897.0541
MEM 1075.847656 1730778897.1546
MEM 1075.847656 1730778897.2551
MEM 1076.363281 1730778897.3554
MEM 1077.394531 1730778897.4558
MEM 1077.910156 1730778897.5563
MEM 1078.683594 1730778897.6566
MEM 1079.457031 1730778897.7571
MEM 1080.488281 1730778897.8575
MEM 1081.777344 1730778897.9580
MEM 1082.550781 1730778898.0585
MEM 1083.324219 1730778898.1588
MEM 1083.582031 1730778898.2591
MEM 1084.355469 1730778898.3597
MEM 1084.613281 1730778898.4601
MEM 1085.644531 1730778898.5604
MEM 1085.902344 1730778898.6610
MEM 1085.902344 1730778898.7614
MEM 1086.597656 1730778898.8617
MEM 1086.855469 1730778898.9622
MEM 1087.628906 1730778899.0626
MEM 1088.144531 1730778899.1630
MEM 1088.402344 1730778899.2633
MEM 1088.660156 1730778899.3638
MEM 1089.691406 1730778899.4642
MEM 1090.464844 1730778899.5645
MEM 1090.722656 1730778899.6649
MEM 1090.980469 1730778899.7653
MEM 1092.269531 1730778899.8657
MEM 1093.042969 1730778899.9660
MEM 1093.558594 1730778900.0663
MEM 1094.074219 1730778900.1666
MEM 1094.332031 1730778900.2669
MEM 1095.105469 1730778900.3672
MEM 1095.621094 1730778900.4676
MEM 1096.394531 1730778900.5679
MEM 1096.394531 1730778900.6683
MEM 1096.910156 1730778900.7688
MEM 1097.425781 1730778900.8692
MEM 1098.199219 1730778900.9695
MEM 1098.714844 1730778901.0698
MEM 1098.714844 1730778901.1703
MEM 1099.230469 1730778901.2707
MEM 1099.746094 1730778901.3712
MEM 1101.035156 1730778901.4717
MEM 1101.808594 1730778901.5721
MEM 1102.324219 1730778901.6724
MEM 1102.582031 1730778901.7727
MEM 1103.097656 1730778901.8730
MEM 1103.871094 1730778901.9733
MEM 1104.644531 1730778902.0737
MEM 1105.417969 1730778902.1740
MEM 1105.933594 1730778902.2743
MEM 1106.449219 1730778902.3748
MEM 1106.964844 1730778902.4752
MEM 1107.480469 1730778902.5757
MEM 1107.996094 1730778902.6761
MEM 1108.511719 1730778902.7766
MEM 1108.769531 1730778902.8769
MEM 1109.800781 1730778902.9774
MEM 1110.574219 1730778903.0780
MEM 1111.089844 1730778903.1785
MEM 1112.121094 1730778903.2788
MEM 1112.378906 1730778903.3793
MEM 1112.890625 1730778903.4796
MEM 1113.664062 1730778903.5802
MEM 1114.437500 1730778903.6805
MEM 1115.210938 1730778903.7810
MEM 1115.468750 1730778903.8816
MEM 1115.984375 1730778903.9819
MEM 1116.757812 1730778904.0824
MEM 1117.273438 1730778904.1830
MEM 1117.531250 1730778904.2833
MEM 1118.046875 1730778904.3838
MEM 1119.078125 1730778904.4841
MEM 1119.593750 1730778904.5845
MEM 1120.367188 1730778904.6849
MEM 1121.656250 1730778904.7855
MEM 1122.171875 1730778904.8860
MEM 1123.203125 1730778904.9863
MEM 1123.203125 1730778905.0867
MEM 1123.929688 1730778905.1870
MEM 1123.929688 1730778905.2875
MEM 1124.183594 1730778905.3879
MEM 1125.214844 1730778905.4883
MEM 1125.988281 1730778905.5889
MEM 1126.761719 1730778905.6894
MEM 1127.535156 1730778905.7899
MEM 1128.050781 1730778905.8903
MEM 1128.308594 1730778905.9906
MEM 1129.082031 1730778906.0911
MEM 1129.855469 1730778906.1917
MEM 1130.628906 1730778906.2920
MEM 1131.144531 1730778906.3923
MEM 1131.402344 1730778906.4926
MEM 1132.691406 1730778906.5929
MEM 1133.722656 1730778906.6932
MEM 1134.238281 1730778906.7934
MEM 1134.496094 1730778906.8937
MEM 1135.011719 1730778906.9940
MEM 1135.269531 1730778907.0943
MEM 1135.785156 1730778907.1946
MEM 1136.300781 1730778907.2949
MEM 1137.074219 1730778907.3953
MEM 1138.105469 1730778907.4956
MEM 1138.621094 1730778907.5959
MEM 1138.878906 1730778907.6963
MEM 1139.394531 1730778907.7968
MEM 1139.652344 1730778907.8974
MEM 1140.167969 1730778907.9978
MEM 1140.425781 1730778908.0982
MEM 1140.683594 1730778908.1987
MEM 1141.199219 1730778908.2991
MEM 1141.972656 1730778908.3995
MEM 1142.746094 1730778908.4999
MEM 1143.261719 1730778908.6003
MEM 1143.777344 1730778908.7006
MEM 1144.550781 1730778908.8009
MEM 1145.066406 1730778908.9013
MEM 1146.097656 1730778909.0017
MEM 1146.355469 1730778909.1023
MEM 1146.871094 1730778909.2026
MEM 1147.386719 1730778909.3032
MEM 1148.675781 1730778909.4037
MEM 1148.933594 1730778909.5042
MEM 1149.707031 1730778909.6047
MEM 1149.964844 1730778909.7050
MEM 1150.480469 1730778909.8053
MEM 1150.996094 1730778909.9056
MEM 1151.253906 1730778910.0061
MEM 1151.769531 1730778910.1067
MEM 1152.285156 1730778910.2070
MEM 1153.058594 1730778910.3074
MEM 1153.574219 1730778910.4078
MEM 1154.347656 1730778910.5081
MEM 1154.347656 1730778910.6084
MEM 1154.605469 1730778910.7090
MEM 1155.121094 1730778910.8094
MEM 1156.152344 1730778910.9100
MEM 1156.925781 1730778911.0105
MEM 1157.957031 1730778911.1108
MEM 1158.988281 1730778911.2112
MEM 1159.503906 1730778911.3116
MEM 1160.019531 1730778911.4120
MEM 1160.277344 1730778911.5123
MEM 1161.308594 1730778911.6126
MEM 1161.824219 1730778911.7128
MEM 1162.339844 1730778911.8131
MEM 1162.855469 1730778911.9134
MEM 1163.628906 1730778912.0137
MEM 1164.144531 1730778912.1140
MEM 1164.917969 1730778912.2143
MEM 1166.207031 1730778912.3145
MEM 1166.722656 1730778912.4150
MEM 1167.753906 1730778912.5154
MEM 1168.527344 1730778912.6158
MEM 1169.300781 1730778912.7161
MEM 1169.558594 1730778912.8165
MEM 1169.558594 1730778912.9167
MEM 1170.074219 1730778913.0170
MEM 1170.589844 1730778913.1173
MEM 1171.363281 1730778913.2176
MEM 1171.621094 1730778913.3180
MEM 1172.394531 1730778913.4183
MEM 1172.394531 1730778913.5188
MEM 1172.652344 1730778913.6192
MEM 1173.425781 1730778913.7195
MEM 1173.941406 1730778913.8199
MEM 1174.714844 1730778913.9202
MEM 1175.488281 1730778914.0205
MEM 1176.261719 1730778914.1209
MEM 1177.035156 1730778914.2212
MEM 1177.550781 1730778914.3216
MEM 1178.582031 1730778914.4219
MEM 1179.097656 1730778914.5224
MEM 1179.871094 1730778914.6227
MEM 1180.644531 1730778914.7230
MEM 1181.160156 1730778914.8234
MEM 1181.933594 1730778914.9237
MEM 1182.449219 1730778915.0241
MEM 1183.222656 1730778915.1244
MEM 1183.996094 1730778915.2247
MEM 1184.253906 1730778915.3251
MEM 1185.542969 1730778915.4255
MEM 1185.800781 1730778915.5261
MEM 1186.058594 1730778915.6264
MEM 1186.316406 1730778915.7267
MEM 1187.089844 1730778915.8271
MEM 1187.863281 1730778915.9274
MEM 1188.378906 1730778916.0280
MEM 1188.894531 1730778916.1285
MEM 1189.925781 1730778916.2291
MEM 1190.699219 1730778916.3296
MEM 1191.472656 1730778916.4299
MEM 1191.730469 1730778916.5302
MEM 1192.246094 1730778916.6307
MEM 1192.503906 1730778916.7313
MEM 1192.761719 1730778916.8316
MEM 1193.277344 1730778916.9320
MEM 1193.792969 1730778917.0324
MEM 1194.824219 1730778917.1328
MEM 1195.339844 1730778917.2332
MEM 1195.855469 1730778917.3337
MEM 1196.628906 1730778917.4342
MEM 1197.144531 1730778917.5346
MEM 1197.660156 1730778917.6349
MEM 1198.175781 1730778917.7354
MEM 1198.433594 1730778917.8357
MEM 1198.691406 1730778917.9362
MEM 1199.722656 1730778918.0365
MEM 1200.238281 1730778918.1369
MEM 1200.750000 1730778918.2372
MEM 1201.265625 1730778918.3376
MEM 1202.296875 1730778918.4380
MEM 1202.812500 1730778918.5385
MEM 1203.585938 1730778918.6391
MEM 1204.359375 1730778918.7394
MEM 1204.617188 1730778918.8400
MEM 1204.617188 1730778918.9404
MEM 1204.875000 1730778919.0407
MEM 1205.906250 1730778919.1411
MEM 1206.421875 1730778919.2416
MEM 1206.937500 1730778919.3420
MEM 1207.710938 1730778919.4424
MEM 1208.226562 1730778919.5430
MEM 1209.000000 1730778919.6435
MEM 1209.515625 1730778919.7441
MEM 1210.031250 1730778919.8447
MEM 1210.804688 1730778919.9451
MEM 1211.062500 1730778920.0455
MEM 1211.578125 1730778920.1458
MEM 1211.835938 1730778920.2462
MEM 1212.093750 1730778920.3466
MEM 1212.351562 1730778920.4470
MEM 1213.382812 1730778920.5475
MEM 1214.414062 1730778920.6478
MEM 1214.929688 1730778920.7482
MEM 1215.703125 1730778920.8486
MEM 1216.218750 1730778920.9491
MEM 1216.734375 1730778921.0497
MEM 1217.250000 1730778921.1500
MEM 1217.765625 1730778921.2503
MEM 1218.281250 1730778921.3507
MEM 1218.796875 1730778921.4512
MEM 1219.312500 1730778921.5518
MEM 1220.085938 1730778921.6521
MEM 1220.601562 1730778921.7525
MEM 1220.601562 1730778921.8529
MEM 1221.117188 1730778921.9532
MEM 1221.375000 1730778922.0537
MEM 1221.890625 1730778922.1540
MEM 1222.664062 1730778922.2546
MEM 1223.437500 1730778922.3551
MEM 1224.468750 1730778922.4557
MEM 1224.984375 1730778922.5560
MEM 1224.984375 1730778922.6565
MEM 1224.984375 1730778922.7568
MEM 1226.011719 1730778922.8573
MEM 1227.042969 1730778922.9577
MEM 1227.558594 1730778923.0581
MEM 1227.816406 1730778923.1586
MEM 1227.816406 1730778923.2590
MEM 1228.589844 1730778923.3593
MEM 1228.847656 1730778923.4597
MEM 1229.878906 1730778923.5600
MEM 1230.394531 1730778923.6606
MEM 1230.652344 1730778923.7609
MEM 1231.425781 1730778923.8613
