virus_unid	human_unid
P0DTC4	O15269
P0DTC4	O15498
P0DTC4	O43291
P0DTC4	P23141
P0DTC4	P81408
P0DTC4	Q96TA2
P0DTC4	O95486
P0DTC4	O76031
P0DTC4	O95070
P0DTC4	P30048
P0DTC4	P49753
P0DTC4	Q07065
P0DTC4	A1L0T0
P0DTC4	Q6P1M0
P0DTC4	O60266
P0DTC4	Q15286
P0DTC4	P08910
P0DTC4	O15258
P0DTC4	Q9UDY4
P0DTC4	Q9UGP8
P0DTC4	Q99653
P0DTC4	Q99623
P0DTC4	O00154
P0DTC4	Q9BZF1
P0DTC4	Q8WUK0
P0DTC4	Q5SQN1
P0DTC4	Q96CW1
P0DTC4	Q8NEN9
P0DTC4	O96005
P0DTC4	Q6UXM1
P0DTC4	Q00610
P0DTC4	Q92887
P0DTC4	Q9H490
P0DTC4	P11766
P0DTC4	Q8NFH5
P0DTC4	P21964
P0DTC4	P10606
P0DTC4	Q4G0N4
P0DTC4	O75976
P0DTC4	P31327
P0DTC4	Q86UL3
P0DTC4	P00167
P0DTC4	Q16678
P0DTC4	Q8N0U8
P0DTC4	Q86W74
P0DTC4	Q8NHP6
P0DTC4	Q6ZXV5
P0DTC4	P14868
P0DTC4	P11182
P0DTC4	Q8NFQ8
P0DTC4	P39656
P0DTC4	Q9UBM7
P0DTC4	P09622
P0DTC4	Q13409
P0DTC4	Q4KMQ2
P0DTC4	P05198
P0DTC4	P29317
P0DTC4	Q5SNT2
P0DTC4	O95477
P0DTC4	Q8TCJ2
P0DTC4	P27105
P0DTC4	P07099
P0DTC4	P13804
P0DTC4	P13196
P0DTC4	O95573
P0DTC4	P51648
P0DTC4	P04075
P0DTC4	Q9Y2H6
P0DTC4	Q9NTJ5
P0DTC4	P18850
P0DTC4	Q12770
P0DTC4	Q14914
P0DTC4	Q9UL25
P0DTC4	Q8TEY7
P0DTC4	Q6P996
P0DTC4	A3KMH1
P0DTC4	Q86XL3
P0DTC4	Q96S66
P0DTC4	Q92575
P0DTC4	A2VDJ0
P0DTC4	Q2PZI1
P0DTC4	Q9Y2G8
P0DTC4	Q9BSJ8
P0DTC4	Q15629
P0DTC4	Q92545
P0DTC4	Q15043
P0DTC4	P40429
P0DTC4	Q13423
P0DTC4	Q9Y2U8
P0DTC4	Q9Y305
P0DTC4	Q8IV08
P0DTC4	O15031
P0DTC4	Q9UPY5
P0DTC4	Q9UHN6
P0DTC4	Q14318
P0DTC4	Q9P0T7
P0DTC4	Q6UWP7
P0DTC4	Q643R3
P0DTC4	Q3MJ13
P0DTC4	Q9Y3P4
P0DTC4	Q9GZM5
P0DTC4	Q6UB35
P0DTC4	Q9BWL3
P0DTC4	Q7Z4F1
P0DTC4	Q9Y2S7
P0DTC4	Q8N2K0
P0DTC4	Q5JTV8
P0DTC4	O75616
P0DTC4	Q9Y4P3
P0DTC4	Q9UKV5
P0DTC4	Q9Y639
P0DTC4	Q96DZ1
P0DTC4	Q92896
P0DTC4	O94925
P0DTC4	P00367
P0DTC4	Q6PL24
P0DTC4	Q8N128
P0DTC4	Q8NC42
P0DTC4	Q5HYI8
P0DTC4	Q9Y2Q9
P0DTC4	Q9P032
P0DTC4	Q53FV1
P0DTC4	P12235
P0DTC4	Q96G23
P0DTC4	P40939
P0DTC4	P09601
P0DTC4	P30519
P0DTC4	Q99873
P0DTC4	P17066
P0DTC4	P11142
P0DTC4	P38646
P0DTC4	P10809
P0DTC4	P25685
P0DTC4	P15260
P0DTC4	Q86SJ2
P0DTC4	P11717
P0DTC4	P05067
P0DTC4	P26006
P0DTC4	P05556
P0DTC4	P56537
P0DTC4	P18084
P0DTC4	P46977
P0DTC4	Q14573
P0DTC4	Q6UW68
P0DTC4	P84077
P0DTC4	O15554
P0DTC4	P18085
P0DTC4	P49748
P0DTC4	P62330
P0DTC4	Q86UP2
P0DTC4	Q07960
P0DTC4	Q14739
P0DTC4	O60427
P0DTC4	Q9H6A9
P0DTC4	Q92543
P0DTC4	P20700
P0DTC4	P40616
P0DTC4	O75581
P0DTC4	O75197
P0DTC4	P51690
P0DTC4	P33992
P0DTC4	P40926
P0DTC4	P61006
P0DTC4	O14880
P0DTC4	P33527
P0DTC4	Q6NUM6
P0DTC4	Q16795
P0DTC4	O95299
P0DTC4	P28331
P0DTC4	O75306
P0DTC4	P19404
P0DTC4	P56181
P0DTC4	O00746
P0DTC4	O15118
P0DTC4	P20020
P0DTC4	Q8N5K1
P0DTC4	P25705
P0DTC4	Q15070
P0DTC4	P09958
P0DTC4	P43034
P0DTC4	Q9NP80
P0DTC4	Q15738
P0DTC4	P36542
P0DTC4	Q8WXF7
P0DTC4	Q71UM5
P0DTC4	Q9Y320
P0DTC4	Q8TC12
P0DTC4	Q9Y6B6
P0DTC4	Q53GQ0
P0DTC4	Q8NBQ5
P0DTC4	Q9NYM9
P0DTC4	Q9NZS9
P0DTC4	Q9NYG2
P0DTC4	Q9Y6I9
P0DTC4	Q9Y2R5
P0DTC4	Q9UBS9
P0DTC4	Q9Y385
P0DTC4	P61106
P0DTC4	P08559
P0DTC4	Q9Y394
P0DTC4	Q96SZ6
P0DTC4	Q96BY9
P0DTC4	Q9NZC7
P0DTC4	Q92930
P0DTC4	Q13563
P0DTC4	Q9P2W9
P0DTC4	Q15904
P0DTC4	P16435
P0DTC4	Q9UM00
P0DTC4	Q8IUH4
P0DTC4	Q9NXW2
P0DTC4	Q8TD43
P0DTC4	Q96QT4
P0DTC4	Q9NXH8
P0DTC4	Q6NUQ4
P0DTC4	Q6NUM9
P0DTC4	Q5VV42
P0DTC4	Q9NXB0
P0DTC4	Q9C0C4
P0DTC4	Q7L0Y3
P0DTC4	Q8N5Y8
P0DTC4	Q9BSJ5
P0DTC4	Q9Y679
P0DTC4	Q9NW15
P0DTC4	Q7L1W4
P0DTC4	P57088
P0DTC4	Q8N5G2
P0DTC4	Q2TAY7
P0DTC4	Q9NV66
P0DTC4	Q9H089
P0DTC4	Q9BXB1
P0DTC4	Q96AG4
P0DTC4	Q9HBM0
P0DTC4	Q9NXF8
P0DTC4	Q9NXE4
P0DTC4	Q9BTX1
P0DTC4	Q96HE9
P0DTC4	Q8IWB9
P0DTC4	Q9P258
P0DTC4	Q9BT22
P0DTC4	Q9Y5E6
P0DTC4	Q9Y5E7
P0DTC4	Q9Y5I4
P0DTC4	Q9UN75
P0DTC4	Q9UN74
P0DTC4	Q9NR31
P0DTC4	Q9NPA0
P0DTC4	Q9HD45
P0DTC4	P28074
P0DTC4	Q96A33
P0DTC4	P62191
P0DTC4	Q99460
P0DTC4	P55036
P0DTC4	Q9HD26
P0DTC4	Q9HD20
P0DTC4	Q9NQC3
P0DTC4	Q96B96
P0DTC4	Q9ULF5
P0DTC4	Q86SQ4
P0DTC4	Q969X5
P0DTC4	Q9Y5W7
P0DTC4	Q6NTF9
P0DTC4	Q9BV38
P0DTC4	Q3KR37
P0DTC4	A0FGR8
P0DTC4	Q6PIU2
P0DTC4	Q4ADV7
P0DTC4	Q9P246
P0DTC4	Q96CP6
P0DTC4	P18031
P0DTC4	P17706
P0DTC4	Q9HBI6
P0DTC4	Q9Y5M8
P0DTC4	P62820
P0DTC4	P61019
P0DTC4	O00194
P0DTC4	P51148
P0DTC4	P82673
P0DTC4	Q7L8L6
P0DTC4	P18124
P0DTC4	P62424
P0DTC4	P62917
P0DTC4	P32969
P0DTC4	P30050
P0DTC4	P26373
P0DTC4	Q02543
P0DTC4	P46778
P0DTC4	P61254
P0DTC4	P61353
P0DTC4	P62888
P0DTC4	P46776
P0DTC4	Q969Q0
P0DTC4	P04843
P0DTC4	P04844
P0DTC4	P23396
P0DTC4	P62753
P0DTC4	P46781
P0DTC4	P62847
P0DTC4	Q9P2E9
P0DTC4	O00767
P0DTC4	P31040
P0DTC4	Q9H4F8
P0DTC4	Q96KC8
P0DTC4	P34897
P0DTC4	Q9H3P7
P0DTC4	Q96GQ5
P0DTC4	Q53EP0
P0DTC4	Q96EL2
P0DTC4	P82675
P0DTC4	Q15758
P0DTC4	P04920
P0DTC4	P31641
P0DTC4	B7ZAQ6
P0DTC4	P55011
P0DTC4	Q9UP95
P0DTC4	P53985
P0DTC4	Q96HY6
P0DTC4	Q16658
P0DTC4	Q12981
P0DTC4	P62314
P0DTC4	P35610
P0DTC4	P12931
P0DTC4	P36956
P0DTC4	Q12772
P0DTC4	P08240
P0DTC4	Q13586
P0DTC4	Q13190
P0DTC4	P78536
P0DTC4	P02786
P0DTC4	Q99615
P0DTC4	P62987
P0DTC4	P78381
P0DTC4	Q9Y277
P0DTC4	Q86Y07
P0DTC4	Q9Y2G1
P0DTC4	P07947
P0DTC4	P51149
P0DTC4	Q00765
P0DTC4	P27708
P0DTC4	Q8NC44
P0DTC4	Q96N66
P0DTC4	Q13838
P0DTC4	Q6PJF5
P0DTC4	Q8IZA0
P0DTC4	O00124
P0DTC4	Q8TBM8
P0DTC4	Q9H6H4
P0DTC4	O43169
P0DTC4	Q9C0E8
P0DTC4	Q9NRG9
P0DTC4	Q8TCT9
P0DTC4	Q9H3N1
P0DTC4	Q969M3
P0DTC4	Q8NC67
P0DTC4	Q9H0U4
P0DTC4	P49069
P0DTC4	P11441
P0DTC4	O60353
P0DTC4	Q9H0U3
P0DTC4	Q96JW4
P0DTC4	Q8TED0
P0DTC4	Q9H6X2
P0DTC4	Q96NT0
P0DTC4	O75882
P0DTC4	Q8NFA0
P0DTC4	Q8TEQ8
P0DTC4	Q53EU6
P0DTC4	Q96SK2
P0DTC4	P52429
P0DTC4	Q8IWB1
P0DTC4	Q96RP9
P0DTC4	O15121
P0DTC4	A4D1E9
P0DTC4	O15438
P0DTC4	Q8TCS8
P0DTC4	Q92538
P0DTC4	Q13443
P0DTC4	P62491
P0DTC4	Q9P2R7
P0DTC4	O95470
P0DTC4	O14966
P0DTC4	O95210
P0DTC4	Q5BJH7
P0DTC4	Q99640
P0DTC4	Q86TI2
P0DTC4	Q5T8D3
P0DTC4	Q96S97
P0DTC4	Q99650
P0DTC4	O43684
P0DTC4	Q96AA3
P0DTC4	Q9NR30
P0DTC4	O00400
P0DTC4	O95292
P0DTC4	Q9P0L0
P0DTC4	O75911
P0DTC4	P35606
P0DTC4	Q15643
P0DTC4	Q8N4V1
P0DTC4	P62829
P0DTC4	O43396
P0DTC4	O95864
P0DTC4	Q9UNQ0
P0DTC4	Q9NZJ5
P0DTC4	Q8WTV0
P0DTC4	O15126
P0DTC4	Q9NZ01
P0DTC4	O75352
P0DTC4	O95249
P0DTC4	O14683
P0DTC4	O75570
P0DTC4	O75694
P0DTC4	O15091
P0DTC4	Q15011
P0DTC4	Q92544
P0DTC4	Q92604
P0DTC4	O75083
P0DTC4	Q8TBA6
P0DTC4	P60953
P0DTC5	P46926
P0DTC5	Q16625
P0DTC5	Q9NP58
P0DTC5	O15127
P0DTC5	O75110
P0DTC5	P59998
P0DTC5	O15143
P0DTC5	O14595
P0DTC5	Q9HCU5
P0DTC5	Q6P1A2
P0DTC5	Q9Y619
P0DTC5	O60858
P0DTC5	O75955
P0DTC5	Q14728
P0DTC5	P78383
P0DTC5	O15439
P0DTC5	O15155
P0DTC5	Q13488
P0DTC5	Q5VZM2
P0DTC5	O43402
P0DTC5	O95487
P0DTC5	Q92979
P0DTC5	Q92581
P0DTC5	Q15437
P0DTC5	Q15436
P0DTC5	Q99536
P0DTC5	Q86X55
P0DTC5	O75915
P0DTC5	Q92747
P0DTC5	Q12788
P0DTC5	O95361
P0DTC5	O15498
P0DTC5	O43291
P0DTC5	P23141
P0DTC5	Q15125
P0DTC5	Q53GS9
P0DTC5	Q9Y666
P0DTC5	O75884
P0DTC5	P57081
P0DTC5	O95486
P0DTC5	O94966
P0DTC5	Q9Y2Z0
P0DTC5	Q99575
P0DTC5	Q14849
P0DTC5	O60266
P0DTC5	O14975
P0DTC5	P18754
P0DTC5	P08910
P0DTC5	Q12893
P0DTC5	O15258
P0DTC5	Q9UGQ3
P0DTC5	Q9NUT2
P0DTC5	P09001
P0DTC5	Q9UGP8
P0DTC5	Q96EM0
P0DTC5	Q969E2
P0DTC5	O00154
P0DTC5	Q9BZF1
P0DTC5	Q96SU4
P0DTC5	Q9BXB4
P0DTC5	Q96EF6
P0DTC5	O60503
P0DTC5	Q5RI15
P0DTC5	Q96CP7
P0DTC5	P51798
P0DTC5	Q13286
P0DTC5	Q6UXM1
P0DTC5	Q8N697
P0DTC5	Q92887
P0DTC5	Q9HBR0
P0DTC5	Q86Y39
P0DTC5	Q9H490
P0DTC5	P11766
P0DTC5	Q8NFH5
P0DTC5	Q96PD2
P0DTC5	O75976
P0DTC5	P31327
P0DTC5	P50416
P0DTC5	Q96MH6
P0DTC5	Q86YQ8
P0DTC5	Q96MV1
P0DTC5	Q6ZNB6
P0DTC5	P78310
P0DTC5	P00167
P0DTC5	P13498
P0DTC5	Q16678
P0DTC5	Q8N0U8
P0DTC5	Q8IZV5
P0DTC5	Q86W74
P0DTC5	Q8NHP6
P0DTC5	Q6ZXV5
P0DTC5	Q14118
P0DTC5	Q6PJW8
P0DTC5	Q92466
P0DTC5	P52895
P0DTC5	P15559
P0DTC5	P78504
P0DTC5	P50443
P0DTC5	P30740
P0DTC5	Q5SNT2
P0DTC5	Q6Y1H2
P0DTC5	Q99808
P0DTC5	P29323
P0DTC5	P07099
P0DTC5	Q9UBY8
P0DTC5	Q8NCG7
P0DTC5	P43353
P0DTC5	Q9UFC0
P0DTC5	Q9Y2L5
P0DTC5	Q9Y2G9
P0DTC5	Q9NTJ5
P0DTC5	Q9UKM9
P0DTC5	Q15042
P0DTC5	Q12770
P0DTC5	Q14914
P0DTC5	O60341
P0DTC5	Q6P996
P0DTC5	Q8N766
P0DTC5	Q7Z3K3
P0DTC5	Q86XL3
P0DTC5	Q96S66
P0DTC5	Q15061
P0DTC5	Q92575
P0DTC5	Q14254
P0DTC5	P15121
P0DTC5	A2VDJ0
P0DTC5	Q14137
P0DTC5	O75153
P0DTC5	O60291
P0DTC5	O14524
P0DTC5	Q2PZI1
P0DTC5	Q9Y4E6
P0DTC5	Q9Y2G8
P0DTC5	Q9UNK9
P0DTC5	Q96BP3
P0DTC5	Q14019
P0DTC5	Q8WWI5
P0DTC5	Q9NRK6
P0DTC5	Q15629
P0DTC5	Q92545
P0DTC5	Q13423
P0DTC5	Q9Y2U8
P0DTC5	O15031
P0DTC5	Q9UPY5
P0DTC5	Q9UHN6
P0DTC5	Q9H330
P0DTC5	O95834
P0DTC5	Q06136
P0DTC5	Q6UWP7
P0DTC5	Q14332
P0DTC5	Q643R3
P0DTC5	P31644
P0DTC5	Q9UH99
P0DTC5	Q9Y3P4
P0DTC5	O95563
P0DTC5	Q9BWL3
P0DTC5	Q9C0B5
P0DTC5	Q8IY47
P0DTC5	Q8NBN3
P0DTC5	Q9H8Y8
P0DTC5	O94923
P0DTC5	Q9UKG1
P0DTC5	Q5JTV8
P0DTC5	O76021
P0DTC5	Q8NEZ5
P0DTC5	Q8NE01
P0DTC5	P17302
P0DTC5	Q9Y2T2
P0DTC5	Q68CQ4
P0DTC5	Q9H3K2
P0DTC5	Q9UNQ2
P0DTC5	Q92896
P0DTC5	Q6PL24
P0DTC5	Q8N128
P0DTC5	Q7Z7B1
P0DTC5	Q86WA9
P0DTC5	O43379
P0DTC5	Q8NC42
P0DTC5	O43194
P0DTC5	Q8IWR1
P0DTC5	Q96A57
P0DTC5	Q53FV1
P0DTC5	Q9Y6A4
P0DTC5	P00390
P0DTC5	Q96SQ9
P0DTC5	Q10570
P0DTC5	Q9UJX5
P0DTC5	Q96G23
P0DTC5	Q16836
P0DTC5	Q93099
P0DTC5	Q8TCD5
P0DTC5	P04035
P0DTC5	Q01581
P0DTC5	P09601
P0DTC5	P30519
P0DTC5	Q92870
P0DTC5	P27695
P0DTC5	P51659
P0DTC5	Q06481
P0DTC5	Q8TB61
P0DTC5	Q86SJ2
P0DTC5	P05067
P0DTC5	P48200
P0DTC5	P26006
P0DTC5	P18084
P0DTC5	Q14573
P0DTC5	Q8NBF2
P0DTC5	Q6UW68
P0DTC5	O15554
P0DTC5	P62330
P0DTC5	P61586
P0DTC5	Q86UP2
P0DTC5	Q07960
P0DTC5	P52565
P0DTC5	O60427
P0DTC5	Q6P1M3
P0DTC5	P49257
P0DTC5	Q9H6A9
P0DTC5	Q92543
P0DTC5	Q9BWD1
P0DTC5	Q9UIQ6
P0DTC5	O75581
P0DTC5	O75197
P0DTC5	P09960
P0DTC5	P51690
P0DTC5	P48163
P0DTC5	P61006
P0DTC5	P08581
P0DTC5	Q08431
P0DTC5	P10620
P0DTC5	O14880
P0DTC5	O15344
P0DTC5	Q5BJD5
P0DTC5	P08243
P0DTC5	Q9UJ68
P0DTC5	P00846
P0DTC5	P00156
P0DTC5	Q9Y4I1
P0DTC5	Q92859
P0DTC5	Q9UM47
P0DTC5	P00491
P0DTC5	O15118
P0DTC5	P21399
P0DTC5	Q01973
P0DTC5	Q02818
P0DTC5	P80303
P0DTC5	Q8N5K1
P0DTC5	Q9P2S5
P0DTC5	P22059
P0DTC5	P09958
P0DTC5	P43034
P0DTC5	Q9GZP9
P0DTC5	Q96CN7
P0DTC5	Q9HC56
P0DTC5	Q9Y3E0
P0DTC5	Q86VN1
P0DTC5	Q8WXF7
P0DTC5	Q96D46
P0DTC5	Q9Y320
P0DTC5	Q8TC12
P0DTC5	Q9Y6B6
P0DTC5	Q9H0S4
P0DTC5	Q9NYM9
P0DTC5	Q9NZS9
P0DTC5	Q9NYG2
P0DTC5	Q9NZD8
P0DTC5	Q9Y6I9
P0DTC5	Q9UBS9
P0DTC5	Q9UBP9
P0DTC5	Q9Y385
P0DTC5	Q9P0S9
P0DTC5	Q9UDX5
P0DTC5	Q9Y394
P0DTC5	Q96BY9
P0DTC5	Q9NZC7
P0DTC5	Q92930
P0DTC5	Q9NS93
P0DTC5	P35080
P0DTC5	P15259
P0DTC5	Q13563
P0DTC5	P47712
P0DTC5	Q9ULQ1
P0DTC5	Q9P2W9
P0DTC5	O43660
P0DTC5	Q93050
P0DTC5	Q04656
P0DTC5	Q96QD8
P0DTC5	Q9NVX2
P0DTC5	Q8IUH4
P0DTC5	Q5JSH3
P0DTC5	Q9NUM4
P0DTC5	Q8IXU6
P0DTC5	Q8TD43
P0DTC5	Q96QT4
P0DTC5	Q9NXH8
P0DTC5	Q8NE00
P0DTC5	Q6NUM9
P0DTC5	Q9NXB0
P0DTC5	Q9C0C4
P0DTC5	Q9NX61
P0DTC5	Q7L5N7
P0DTC5	Q8N5Y8
P0DTC5	Q9NX00
P0DTC5	Q9BUB7
P0DTC5	Q8N357
P0DTC5	Q9NWT1
P0DTC5	Q9NW15
P0DTC5	Q7L1W4
P0DTC5	Q9NVV0
P0DTC5	Q96J84
P0DTC5	Q9H3K6
P0DTC5	Q9BRF8
P0DTC5	Q9NUQ2
P0DTC5	Q9H089
P0DTC5	Q9BXB1
P0DTC5	Q9HBM0
P0DTC5	Q7Z4S6
P0DTC5	Q9BQL6
P0DTC5	Q9NXF8
P0DTC5	Q9BTX1
P0DTC5	Q9GZL7
P0DTC5	Q96HE9
P0DTC5	P17252
P0DTC5	P41743
P0DTC5	Q04759
P0DTC5	Q9NQ84
P0DTC5	P30530
P0DTC5	Q9P258
P0DTC5	Q9UHQ4
P0DTC5	Q969H8
P0DTC5	Q9UN74
P0DTC5	Q5MNZ6
P0DTC5	P07602
P0DTC5	Q9NR31
P0DTC5	Q9NPA0
P0DTC5	Q9BXP2
P0DTC5	Q9HD26
P0DTC5	Q9HD20
P0DTC5	Q86YN1
P0DTC5	Q9BR76
P0DTC5	Q969X5
P0DTC5	Q9Y5W7
P0DTC5	Q96AQ6
P0DTC5	Q6NTF9
P0DTC5	Q9BV38
P0DTC5	Q3KR37
P0DTC5	Q8N122
P0DTC5	Q6PIU2
P0DTC5	Q9P2D6
P0DTC5	Q4ADV7
P0DTC5	Q9P275
P0DTC5	Q9P265
P0DTC5	Q9P246
P0DTC5	Q8IY37
P0DTC5	Q96CP6
P0DTC5	P18031
P0DTC5	P17706
P0DTC5	Q9HBI6
P0DTC5	Q12913
P0DTC5	Q13332
P0DTC5	Q15269
P0DTC5	P61019
P0DTC5	O00194
P0DTC5	P46063
P0DTC5	Q9HB07
P0DTC5	Q9NYP7
P0DTC5	O75695
P0DTC5	Q969Q0
P0DTC5	Q15800
P0DTC5	O75845
P0DTC5	Q9H4F8
P0DTC5	Q96KC8
P0DTC5	Q9BX79
P0DTC5	Q9H6R6
P0DTC5	P34896
P0DTC5	Q9H3P7
P0DTC5	Q96GQ5
P0DTC5	Q53EP0
P0DTC5	Q9BW60
P0DTC5	Q8TAD4
P0DTC5	P04920
P0DTC5	P31641
P0DTC5	P30825
P0DTC5	P55011
P0DTC5	P41440
P0DTC5	Q8WUM9
P0DTC5	O75751
P0DTC5	Q96HY6
P0DTC5	O60906
P0DTC5	Q16658
P0DTC5	Q12981
P0DTC5	O60749
P0DTC5	P35610
P0DTC5	Q00796
P0DTC5	Q14534
P0DTC5	Q12772
P0DTC5	P08240
P0DTC5	Q13586
P0DTC5	Q13190
P0DTC5	P51809
P0DTC5	P78536
P0DTC5	P30536
P0DTC5	A6NHX0
P0DTC5	P78381
P0DTC5	Q16851
P0DTC5	Q86Y07
P0DTC5	Q9Y2G1
P0DTC5	O76024
P0DTC5	O43570
P0DTC5	Q9Y6M5
P0DTC5	Q14114
P0DTC5	O43772
P0DTC5	O75223
P0DTC5	Q8NFH4
P0DTC5	Q8NC44
P0DTC5	Q9HAB3
P0DTC5	Q6PJF5
P0DTC5	Q9H6U8
P0DTC5	Q7Z402
P0DTC5	Q8IZA0
P0DTC5	Q96K37
P0DTC5	O00124
P0DTC5	Q9BSC4
P0DTC5	Q7Z2K6
P0DTC5	Q969K3
P0DTC5	Q9H6H4
P0DTC5	P16260
P0DTC5	Q8TBE7
P0DTC5	Q9C0E8
P0DTC5	Q96KA5
P0DTC5	Q01650
P0DTC5	Q9BVG9
P0DTC5	Q9H2H9
P0DTC5	Q969M3
P0DTC5	Q9H1C4
P0DTC5	Q96GC9
P0DTC5	Q8NC67
P0DTC5	Q9BRZ2
P0DTC5	Q9H0U4
P0DTC5	Q96EE3
P0DTC5	P49069
P0DTC5	O60353
P0DTC5	Q99618
P0DTC5	Q3SXM5
P0DTC5	Q96NW4
P0DTC5	Q8IWA0
P0DTC5	Q8TED0
P0DTC5	Q9H7B2
P0DTC5	Q9H6X2
P0DTC5	Q9BRX8
P0DTC5	Q96NT0
P0DTC5	Q86TM6
P0DTC5	Q8N5M9
P0DTC5	Q13617
P0DTC5	Q13616
P0DTC5	Q8NFA0
P0DTC5	Q96T83
P0DTC5	Q8TEQ8
P0DTC5	Q53EU6
P0DTC5	Q9BRQ8
P0DTC5	Q96K49
P0DTC5	Q969X6
P0DTC5	Q7L211
P0DTC5	Q96RS6
P0DTC5	Q6N075
P0DTC5	Q96RP9
P0DTC5	O15121
P0DTC5	O00764
P0DTC5	O43688
P0DTC5	O00442
P0DTC5	O15438
P0DTC5	O60493
P0DTC5	O43292
P0DTC5	Q13443
P0DTC5	O00220
P0DTC5	O14786
P0DTC5	Q9Y289
P0DTC5	O75131
P0DTC5	O14966
P0DTC5	Q16719
P0DTC5	O95210
P0DTC5	Q96DX4
P0DTC5	Q8NFJ5
P0DTC5	Q92536
P0DTC5	Q9BSF4
P0DTC5	Q99640
P0DTC5	Q86TI2
P0DTC5	Q9BU23
P0DTC5	Q4ZIN3
P0DTC5	O43818
P0DTC5	Q5T8D3
P0DTC5	O60524
P0DTC5	Q96S97
P0DTC5	Q99650
P0DTC5	O00400
P0DTC5	Q9UBH6
P0DTC5	Q9P0L0
P0DTC5	O75911
P0DTC5	O14544
P0DTC5	Q15643
P0DTC5	Q15836
P0DTC5	O43396
P0DTC5	Q9UNQ0
P0DTC5	Q92530
P0DTC5	Q9Y6M7
P0DTC5	Q8WTV0
P0DTC5	O15126
P0DTC5	O75352
P0DTC5	O95249
P0DTC5	O14684
P0DTC5	O14683
P0DTC5	O14681
P0DTC5	O00178
P0DTC5	P13667
P0DTC5	Q9UBS8
P0DTC5	P53992
P0DTC5	Q15012
P0DTC5	Q92544
P0DTC5	P48509
P0DTC5	Q15036
P0DTC5	P48651
P0DTC5	Q96HA1
P0DTC5	O75083
P0DTC5	Q9Y256
P0DTC5	Q9UHW9
P0DTC9	Q9H074
P0DTC9	Q92879
P0DTC9	Q9UNF0
P0DTC9	O95905
P0DTC9	Q5F1R6
P0DTC9	Q5TC82
P0DTC9	Q96M89
P0DTC9	Q9Y2K5
P0DTC9	Q9NYY8
P0DTC9	Q9Y4F4
P0DTC9	Q5TAX3
P0DTC9	O94885
P0DTC9	Q9UPY3
P0DTC9	Q15032
P0DTC9	Q8ND56
P0DTC9	Q9NUL3
P0DTC9	A2RUB1
P0DTC9	Q12849
P0DTC9	Q6ZQX7
P0DTC9	O94972
P0DTC9	Q07864
P0DTC9	Q9HBD1
P0DTC9	Q01804
P0DTC9	Q9BYJ9
P0DTC9	Q9NX05
P0DTC9	Q9H089
P0DTC9	Q3BBV0
P0DTC9	Q08AM6
P0DTC9	Q9NRA8
P0DTC9	P48556
P0DTC9	P46778
P0DTC9	Q49AM3
P0DTC9	Q53EP0
P0DTC9	P47974
P0DTC9	Q15833
P0DTC9	O95801
P0DTC9	Q12899
P0DTC9	Q96T21
P0DTC9	Q9H694
P0DTC9	Q96LB3
P0DTC9	Q9BRZ2
P0DTC9	Q86VY4
P0DTC9	Q13042
P0DTC9	O75563
P0DTC9	O95985
P0DTC9	Q96GE4
P0DTC9	Q5H9U9
P0DTC9	O60524
P0DTC9	P51116
P0DTC9	Q93073
P0DTC9	Q8N5U6
P0DTC3	P46926
P0DTC3	Q16625
P0DTC3	Q9NP58
P0DTC3	O14828
P0DTC3	O75110
P0DTC3	O15143
P0DTC3	O14595
P0DTC3	Q9HCU5
P0DTC3	Q6P1A2
P0DTC3	O15439
P0DTC3	O75844
P0DTC3	O15155
P0DTC3	O14744
P0DTC3	O14735
P0DTC3	O96008
P0DTC3	Q15436
P0DTC3	O75915
P0DTC3	Q92747
P0DTC3	O15269
P0DTC3	Q12788
P0DTC3	O15498
P0DTC3	P23141
P0DTC3	P57081
P0DTC3	Q9UNX4
P0DTC3	P61026
P0DTC3	Q07065
P0DTC3	Q6P1M0
P0DTC3	Q15286
P0DTC3	P18754
P0DTC3	O15258
P0DTC3	Q9Y5B9
P0DTC3	O00154
P0DTC3	Q7Z2K8
P0DTC3	Q9BZF1
P0DTC3	Q96CW1
P0DTC3	O96005
P0DTC3	Q00610
P0DTC3	Q92887
P0DTC3	Q9H490
P0DTC3	Q7KZN9
P0DTC3	P50416
P0DTC3	Q86UL3
P0DTC3	Q9UBX3
P0DTC3	Q96MV1
P0DTC3	P78310
P0DTC3	P13498
P0DTC3	Q8N0U8
P0DTC3	Q6ZXV5
P0DTC3	P14868
P0DTC3	Q16531
P0DTC3	Q92466
P0DTC3	P39656
P0DTC3	Q9UBM7
P0DTC3	Q15392
P0DTC3	Q13409
P0DTC3	P78504
P0DTC3	Q99500
P0DTC3	P05198
P0DTC3	P41091
P0DTC3	P60842
P0DTC3	Q5SNT2
P0DTC3	Q8TCJ2
P0DTC3	P27105
P0DTC3	P07099
P0DTC3	P04626
P0DTC3	P22087
P0DTC3	Q9UFC0
P0DTC3	P04075
P0DTC3	Q9Y2H6
P0DTC3	O95208
P0DTC3	Q9NTJ5
P0DTC3	O75027
P0DTC3	Q6P996
P0DTC3	Q86XL3
P0DTC3	Q14156
P0DTC3	Q92575
P0DTC3	Q14697
P0DTC3	Q14137
P0DTC3	Q2PZI1
P0DTC3	Q9Y2G8
P0DTC3	Q15629
P0DTC3	Q15043
P0DTC3	P40429
