virus_unid	human_unid
P0DTC3	Q13423
P0DTC3	Q9Y305
P0DTC3	Q8IV08
P0DTC3	Q9UPY5
P0DTC3	Q9H330
P0DTC3	Q14318
P0DTC3	Q6UWP7
P0DTC3	Q14332
P0DTC3	Q3MJ13
P0DTC3	Q9BWL3
P0DTC3	Q9H8Y8
P0DTC3	Q9UKG1
P0DTC3	Q9UKV5
P0DTC3	Q9H3K2
P0DTC3	Q9UMS4
P0DTC3	Q92896
P0DTC3	Q08379
P0DTC3	Q13439
P0DTC3	Q9Y5Y0
P0DTC3	P12235
P0DTC3	Q10570
P0DTC3	P61619
P0DTC3	Q96G23
P0DTC3	P55084
P0DTC3	P04035
P0DTC3	Q92870
P0DTC3	Q99873
P0DTC3	Q8NBM4
P0DTC3	Q8TB61
P0DTC3	P29218
P0DTC3	P56537
P0DTC3	P18084
P0DTC3	P46977
P0DTC3	P23458
P0DTC3	Q6UW68
P0DTC3	P84077
P0DTC3	P18085
P0DTC3	P84085
P0DTC3	P52565
P0DTC3	O60427
P0DTC3	P40616
P0DTC3	Q9UIQ6
P0DTC3	O75096
P0DTC3	Q9NWM3
P0DTC3	O75581
P0DTC3	O75197
P0DTC3	P33992
P0DTC3	Q08431
P0DTC3	P10620
P0DTC3	P33527
P0DTC3	P00156
P0DTC3	O43776
P0DTC3	P00491
P0DTC3	O15118
P0DTC3	P20020
P0DTC3	Q8N5K1
P0DTC3	P22059
P0DTC3	P43034
P0DTC3	Q71UM5
P0DTC3	Q9Y320
P0DTC3	Q8NBQ5
P0DTC3	Q9NYM9
P0DTC3	Q9Y6I9
P0DTC3	Q9Y262
P0DTC3	Q9UBP9
P0DTC3	Q9Y385
P0DTC3	Q9Y394
P0DTC3	Q9NZC7
P0DTC3	Q92930
P0DTC3	Q01813
P0DTC3	Q13393
P0DTC3	O43660
P0DTC3	Q04656
P0DTC3	Q96QD8
P0DTC3	Q9NVX2
P0DTC3	P16435
P0DTC3	Q8IUH4
P0DTC3	Q9H329
P0DTC3	Q9NUM4
P0DTC3	Q9NXW2
P0DTC3	Q9NXH8
P0DTC3	Q6NUQ4
P0DTC3	Q5VV42
P0DTC3	Q8N357
P0DTC3	Q9Y679
P0DTC3	Q9NVJ2
P0DTC3	Q9H0A0
P0DTC3	Q2TAY7
P0DTC3	Q96J84
P0DTC3	Q9NV66
P0DTC3	Q9NUQ2
P0DTC3	Q9BXB1
P0DTC3	Q9NSY1
P0DTC3	Q9BQL6
P0DTC3	Q9NXE4
P0DTC3	Q9BTX1
P0DTC3	Q3KP66
P0DTC3	Q96HE9
P0DTC3	P41743
P0DTC3	Q9HC07
P0DTC3	Q9NQ84
P0DTC3	Q9P258
P0DTC3	Q9Y5F0
P0DTC3	Q9NPA0
P0DTC3	Q9NYU2
P0DTC3	Q9HD45
P0DTC3	P28074
P0DTC3	Q96A33
P0DTC3	P62191
P0DTC3	Q6RW13
P0DTC3	O43242
P0DTC3	Q9HD26
P0DTC3	Q9HD20
P0DTC3	Q9ULF5
P0DTC3	Q86SQ4
P0DTC3	Q9BV38
P0DTC3	Q9ULP9
P0DTC3	Q9P2D6
P0DTC3	Q9P265
P0DTC3	Q9P246
P0DTC3	Q96CP6
P0DTC3	P18031
P0DTC3	Q9HBI6
P0DTC3	Q15269
P0DTC3	P51148
P0DTC3	P63000
P0DTC3	P46063
P0DTC3	O75695
P0DTC3	P39023
P0DTC3	P18124
P0DTC3	P62424
P0DTC3	P62917
P0DTC3	P32969
P0DTC3	P30050
P0DTC3	P26373
P0DTC3	Q07020
P0DTC3	Q02543
P0DTC3	P46778
P0DTC3	P35268
P0DTC3	P61254
P0DTC3	P61353
P0DTC3	P62888
P0DTC3	P46776
P0DTC3	P18077
P0DTC3	Q969Q0
P0DTC3	P61513
P0DTC3	P04843
P0DTC3	P04844
P0DTC3	P23396
P0DTC3	P62701
P0DTC3	P62753
P0DTC3	P62081
P0DTC3	P46781
P0DTC3	P62280
P0DTC3	P62249
P0DTC3	P62847
P0DTC3	P62854
P0DTC3	P42677
P0DTC3	P62979
P0DTC3	O00767
P0DTC3	P55735
P0DTC3	Q96KC8
P0DTC3	Q15464
P0DTC3	Q9H3P7
P0DTC3	Q96GQ5
P0DTC3	Q15758
P0DTC3	P11166
P0DTC3	B7ZAQ6
P0DTC3	P55011
P0DTC3	P53985
P0DTC3	P62314
P0DTC3	P35610
P0DTC3	Q00796
P0DTC3	P12931
P0DTC3	P36956
P0DTC3	Q12772
P0DTC3	P51571
P0DTC3	Q13190
P0DTC3	P17987
P0DTC3	P02786
P0DTC3	P14625
P0DTC3	P78381
P0DTC3	P45880
P0DTC3	Q9Y277
P0DTC3	Q86Y07
P0DTC3	P27708
P0DTC3	Q9BUN8
P0DTC3	Q96N66
P0DTC3	Q13838
P0DTC3	Q8IZA0
P0DTC3	O00124
P0DTC3	Q9BSC4
P0DTC3	Q7Z2K6
P0DTC3	Q9NRG9
P0DTC3	Q8TCT9
P0DTC3	Q9H2H9
P0DTC3	Q9H3N1
P0DTC3	Q9H1C4
P0DTC3	Q9H0U4
P0DTC3	Q9H0U3
P0DTC3	Q8IWA0
P0DTC3	Q8TED0
P0DTC3	O75882
P0DTC3	Q8NFA0
P0DTC3	Q8TEQ8
P0DTC3	Q53EU6
P0DTC3	Q969X6
P0DTC3	Q96SK2
P0DTC3	Q99569
P0DTC3	P52429
P0DTC3	Q96RP9
P0DTC3	P49757
P0DTC3	P63167
P0DTC3	P55884
P0DTC3	O15438
P0DTC3	O60493
P0DTC3	P62491
P0DTC3	O95470
P0DTC3	Q9Y289
P0DTC3	Q96P63
P0DTC3	O95210
P0DTC3	Q8NFJ5
P0DTC3	Q8NE86
P0DTC3	Q86TI2
P0DTC3	O15427
P0DTC3	O14964
P0DTC3	O60524
P0DTC3	Q96S97
P0DTC3	O43684
P0DTC3	Q96AA3
P0DTC3	Q9NR30
P0DTC3	Q9UBH6
P0DTC3	O95292
P0DTC3	Q9P0L0
P0DTC3	O75911
P0DTC3	Q9Y6R0
P0DTC3	P35606
P0DTC3	Q15643
P0DTC3	P62829
P0DTC3	O43396
P0DTC3	O95405
P0DTC3	Q99805
P0DTC3	O95864
P0DTC3	Q9UNQ0
P0DTC3	Q9Y6M7
P0DTC3	O15126
P0DTC3	O75352
P0DTC3	O95249
P0DTC3	O14683
P0DTC3	P53992
P0DTC3	Q15011
P0DTC3	Q92544
P0DTC3	O75083
P0DTC3	P60953
P0DTC6	O14828
P0DTC6	O15143
P0DTC6	Q9HCU5
P0DTC6	P42704
P0DTC6	O15439
P0DTC6	O75844
P0DTC6	O15155
P0DTC6	O14744
P0DTC6	O95487
P0DTC6	O43615
P0DTC6	Q9UBU9
P0DTC6	O75915
P0DTC6	O15498
P0DTC6	O43291
P0DTC6	P23141
P0DTC6	Q96TA2
P0DTC6	O76031
P0DTC6	O95070
P0DTC6	Q15363
P0DTC6	Q07065
P0DTC6	Q15286
P0DTC6	Q9Y2W6
P0DTC6	O15258
P0DTC6	O15504
P0DTC6	Q9Y6Y8
P0DTC6	Q99653
P0DTC6	Q99623
P0DTC6	O00154
P0DTC6	Q96CS2
P0DTC6	Q96CW1
P0DTC6	O96005
P0DTC6	Q6UXM1
P0DTC6	Q00610
P0DTC6	Q99541
P0DTC6	Q92887
P0DTC6	Q8WVQ1
P0DTC6	Q9H490
P0DTC6	Q8NFH5
P0DTC6	P53621
P0DTC6	P10606
P0DTC6	Q4G0N4
P0DTC6	P31327
P0DTC6	P50416
P0DTC6	Q86UL3
P0DTC6	Q9UBX3
P0DTC6	Q8NEW0
P0DTC6	P00167
P0DTC6	Q8N0U8
P0DTC6	P98082
P0DTC6	Q6ZXV5
P0DTC6	Q14118
P0DTC6	P14868
P0DTC6	P11182
P0DTC6	Q8NFQ8
P0DTC6	Q16531
P0DTC6	Q96M89
P0DTC6	P39656
P0DTC6	Q9UBM7
P0DTC6	P09622
P0DTC6	Q13409
P0DTC6	P50443
P0DTC6	Q99500
P0DTC6	Q4KMQ2
P0DTC6	P05198
P0DTC6	P29317
P0DTC6	Q5SNT2
P0DTC6	P50402
P0DTC6	Q8TCJ2
P0DTC6	P27105
P0DTC6	P07099
P0DTC6	P13804
P0DTC6	P13196
P0DTC6	O95573
P0DTC6	P04075
P0DTC6	Q14746
P0DTC6	Q9Y2H6
P0DTC6	Q9Y2L5
P0DTC6	O95208
P0DTC6	Q14914
P0DTC6	Q9UL25
P0DTC6	Q8TEY7
P0DTC6	Q6P996
P0DTC6	Q86XL3
P0DTC6	Q92575
P0DTC6	Q8WVM8
P0DTC6	Q2KHT3
P0DTC6	Q9UNK9
P0DTC6	Q15629
P0DTC6	Q92545
P0DTC6	Q5SRE5
P0DTC6	Q15043
P0DTC6	Q13423
P0DTC6	Q9Y2U8
P0DTC6	Q9Y305
P0DTC6	P37198
P0DTC6	Q8IV08
P0DTC6	Q9UPY5
P0DTC6	Q9UHN6
P0DTC6	Q9H330
P0DTC6	Q14318
P0DTC6	Q6UWP7
P0DTC6	Q3MJ13
P0DTC6	Q9Y3P4
P0DTC6	Q9H9E3
P0DTC6	Q9GZM5
P0DTC6	Q9H8Y8
P0DTC6	Q9UKG1
P0DTC6	Q5JTV8
P0DTC6	Q5SW96
P0DTC6	O75616
P0DTC6	Q9NP61
P0DTC6	P50395
P0DTC6	Q9UKV5
P0DTC6	Q9UBF2
P0DTC6	Q53GS7
P0DTC6	Q92896
P0DTC6	O94925
P0DTC6	Q08379
P0DTC6	Q8WW59
P0DTC6	Q6PL24
P0DTC6	Q8NC42
P0DTC6	Q5HYI8
P0DTC6	Q9H845
P0DTC6	Q12849
P0DTC6	Q99714
P0DTC6	P40939
P0DTC6	O95081
P0DTC6	Q99873
P0DTC6	Q86SJ2
P0DTC6	P11717
P0DTC6	P05556
P0DTC6	P56537
P0DTC6	P18084
P0DTC6	P46977
P0DTC6	P48444
P0DTC6	Q6UW68
P0DTC6	Q8NAN2
P0DTC6	P84077
P0DTC6	P18085
P0DTC6	P52732
P0DTC6	Q14974
P0DTC6	P49257
P0DTC6	Q92543
P0DTC6	P20700
P0DTC6	O75581
P0DTC6	P33992
P0DTC6	P40926
P0DTC6	P61006
P0DTC6	P33527
P0DTC6	P28331
P0DTC6	O75306
P0DTC6	P19404
P0DTC6	P56181
P0DTC6	O15118
P0DTC6	P20020
P0DTC6	Q8N5K1
P0DTC6	P09958
P0DTC6	P43034
P0DTC6	Q9NZM3
P0DTC6	Q9NP80
P0DTC6	P36542
P0DTC6	Q9HC56
P0DTC6	Q9Y320
P0DTC6	Q8NBQ5
P0DTC6	Q9NYM9
P0DTC6	Q9NYG2
P0DTC6	Q9Y6I9
P0DTC6	Q9UJX4
P0DTC6	Q9UBP9
P0DTC6	P61106
P0DTC6	A2RRP1
P0DTC6	Q9Y282
P0DTC6	Q96SZ6
P0DTC6	Q9NZC7
P0DTC6	Q92930
P0DTC6	Q92968
P0DTC6	Q7Z3B4
P0DTC6	Q96QD8
P0DTC6	P16435
P0DTC6	Q8IUH4
P0DTC6	P23284
P0DTC6	Q6NUQ4
P0DTC6	Q5VV42
P0DTC6	Q9NXB0
P0DTC6	Q7L0Y3
P0DTC6	Q9BSJ5
P0DTC6	Q9Y679
P0DTC6	P57088
P0DTC6	Q8NEU8
P0DTC6	Q9NVJ2
P0DTC6	Q2TAY7
P0DTC6	Q9NV66
P0DTC6	Q8TCG2
P0DTC6	Q9NUU7
P0DTC6	Q9BTU6
P0DTC6	Q9BXB1
P0DTC6	Q9NSY1
P0DTC6	Q9HBM0
P0DTC6	Q9NXE4
P0DTC6	Q6NXT4
P0DTC6	Q08AM6
P0DTC6	Q9BTX1
P0DTC6	Q9P209
P0DTC6	Q96SN8
P0DTC6	Q96HE9
P0DTC6	Q9NZ45
P0DTC6	Q9P258
P0DTC6	Q9Y5F0
P0DTC6	Q9NR31
P0DTC6	Q9NPA0
P0DTC6	Q9HD45
P0DTC6	P28074
P0DTC6	Q9GZY8
P0DTC6	P17980
P0DTC6	Q99460
P0DTC6	P55036
P0DTC6	Q9HD26
P0DTC6	Q96B96
P0DTC6	Q86SQ4
P0DTC6	Q9ULT0
P0DTC6	Q96KG9
P0DTC6	Q6NTF9
P0DTC6	Q9BV38
P0DTC6	Q9ULJ1
P0DTC6	Q6PIU2
P0DTC6	Q4ADV7
P0DTC6	Q9P246
P0DTC6	Q96CP6
P0DTC6	Q9P1Z2
P0DTC6	Q8TEH3
P0DTC6	P18031
P0DTC6	Q9HBI6
P0DTC6	P40855
P0DTC6	P28288
P0DTC6	P62820
P0DTC6	P61019
P0DTC6	P63000
P0DTC6	P18124
P0DTC6	P62424
P0DTC6	P32969
P0DTC6	P30050
P0DTC6	P26373
P0DTC6	Q02543
P0DTC6	P46778
P0DTC6	P61254
P0DTC6	P62888
P0DTC6	P46776
P0DTC6	P18077
P0DTC6	P04843
P0DTC6	P04844
P0DTC6	P23396
P0DTC6	P62753
P0DTC6	P62081
P0DTC6	P46781
P0DTC6	P62847
P0DTC6	O00767
P0DTC6	P31040
P0DTC6	P55735
P0DTC6	Q96KC8
P0DTC6	O43765
P0DTC6	P34897
P0DTC6	Q8WU79
P0DTC6	Q9H3P7
P0DTC6	Q8TAD4
P0DTC6	Q9H3R5
P0DTC6	Q15758
P0DTC6	P04920
P0DTC6	B7ZAQ6
P0DTC6	P55011
P0DTC6	Q9UP95
P0DTC6	Q96HY6
P0DTC6	Q16658
P0DTC6	P62314
P0DTC6	P35610
P0DTC6	P12931
P0DTC6	P36956
P0DTC6	Q12772
P0DTC6	Q13190
P0DTC6	P02786
P0DTC6	Q9Y277
P0DTC6	Q86Y07
P0DTC6	O43570
P0DTC6	P51149
P0DTC6	O75223
P0DTC6	Q00765
P0DTC6	P27708
P0DTC6	Q96N66
P0DTC6	Q13838
P0DTC6	Q8TEX9
P0DTC6	Q96K37
P0DTC6	O00124
P0DTC6	Q14CX7
P0DTC6	Q9NRG9
P0DTC6	Q8TCT9
P0DTC6	Q9H3N1
P0DTC6	Q969M3
P0DTC6	Q8NC67
P0DTC6	Q8TAA9
P0DTC6	Q9H0U4
P0DTC6	Q13492
P0DTC6	Q96JB2
P0DTC6	Q8IWA0
P0DTC6	Q86VS8
P0DTC6	Q53EU6
P0DTC6	O75665
P0DTC6	Q96SK2
P0DTC6	Q96RP9
P0DTC6	Q9H2G9
P0DTC6	A4D1E9
P0DTC6	O60763
P0DTC6	P49757
P0DTC6	P63167
P0DTC6	O15438
P0DTC6	Q8TCS8
P0DTC6	P50454
P0DTC6	Q92538
P0DTC6	Q13443
P0DTC6	P62491
P0DTC6	Q9P2R7
P0DTC6	O60318
P0DTC6	O95210
P0DTC6	O75146
P0DTC6	Q8IY31
P0DTC6	Q5BJH7
P0DTC6	Q5U5X0
P0DTC6	P54578
P0DTC6	Q86TI2
P0DTC6	Q5T8D3
P0DTC6	Q96S97
P0DTC6	O00559
P0DTC6	Q99650
P0DTC6	O43684
P0DTC6	Q9NR30
P0DTC6	O00400
P0DTC6	O95292
P0DTC6	Q9P0L0
P0DTC6	O75911
P0DTC6	Q9BQP7
P0DTC6	P35606
P0DTC6	P62829
P0DTC6	O43396
P0DTC6	O95864
P0DTC6	Q9UNQ0
P0DTC6	O15126
P0DTC6	Q9NZ01
P0DTC6	O75352
P0DTC6	O95249
P0DTC6	O14653
P0DTC6	O75570
P0DTC6	O75694
P0DTC6	P53992
P0DTC6	Q15390
P0DTC6	Q6PGP7
P0DTC6	Q8N1F7
P0DTC6	O15091
P0DTC6	O60306
P0DTC6	Q92544
P0DTC6	Q9BVL2
P0DTC6	O94855
P0DTC6	Q96HA1
P0DTC6	P60953
P0DTC8	P19022
P0DTC8	Q15084
P0DTC8	O60858
P0DTC8	O95633
P0DTC8	O15155
P0DTC8	O14672
P0DTC8	Q9Y2B1
P0DTC8	Q14563
P0DTC8	O15173
P0DTC8	Q92520
P0DTC8	O43615
P0DTC8	O75718
P0DTC8	Q99985
P0DTC8	O00567
P0DTC8	Q8IVL6
P0DTC8	Q13162
P0DTC8	O95994
P0DTC8	Q9BUP3
P0DTC8	O15269
P0DTC8	Q92791
P0DTC8	O75477
P0DTC8	O15498
P0DTC8	O43291
P0DTC8	P23141
P0DTC8	Q9BT09
P0DTC8	P53634
P0DTC8	Q14554
P0DTC8	P30040
P0DTC8	Q07065
P0DTC8	O43505
P0DTC8	O95084
P0DTC8	O94905
P0DTC8	Q7Z7M9
P0DTC8	Q9UGP8
P0DTC8	Q8NCH0
P0DTC8	O95302
P0DTC8	Q8IUC8
P0DTC8	Q9BZF1
P0DTC8	Q96CW1
P0DTC8	O75503
P0DTC8	O96005
P0DTC8	Q70UQ0
P0DTC8	Q9HBR0
P0DTC8	Q12860
P0DTC8	Q96N03
P0DTC8	P08572
P0DTC8	Q9H490
P0DTC8	P05997
P0DTC8	Q96PD2
P0DTC8	Q6YHK3
P0DTC8	O75976
P0DTC8	Q99941
P0DTC8	P07858
P0DTC8	P07339
P0DTC8	P07711
P0DTC8	P25774
P0DTC8	P00167
P0DTC8	Q86W74
P0DTC8	Q6ZXV5
P0DTC8	P14868
P0DTC8	P39656
P0DTC8	O43405
P0DTC8	Q6ZRP7
P0DTC8	Q9UBM7
P0DTC8	O00115
P0DTC8	P42892
P0DTC8	Q8NHP8
P0DTC8	Q4KMQ2
P0DTC8	P05198
P0DTC8	P29317
P0DTC8	Q86XF0
P0DTC8	Q8TCJ2
P0DTC8	O75460
P0DTC8	Q16394
P0DTC8	Q93063
P0DTC8	O95573
P0DTC8	P51648
P0DTC8	Q9Y2H6
P0DTC8	O94985
P0DTC8	Q86XL3
P0DTC8	Q96S66
P0DTC8	Q14696
P0DTC8	Q92575
P0DTC8	Q14697
P0DTC8	Q8TEM1
P0DTC8	Q9Y2G5
P0DTC8	Q2PZI1
P0DTC8	Q9Y2G8
P0DTC8	Q92545
P0DTC8	O15031
P0DTC8	Q9UHN6
P0DTC8	Q14318
P0DTC8	Q8N129
P0DTC8	Q9BTY2
P0DTC8	Q14332
P0DTC8	Q3MJ13
P0DTC8	Q9UH99
P0DTC8	P54803
P0DTC8	Q00973
P0DTC8	Q8NBJ7
P0DTC8	P34059
P0DTC8	Q10471
P0DTC8	Q9H8Y8
P0DTC8	O94923
P0DTC8	Q8N2K0
P0DTC8	Q5JTV8
P0DTC8	P04062
P0DTC8	Q9UKZ9
P0DTC8	P56159
P0DTC8	P19440
P0DTC8	P15291
P0DTC8	P06280
P0DTC8	P16278
P0DTC8	Q92896
P0DTC8	P15586
P0DTC8	P35052
P0DTC8	Q7Z4N8
P0DTC8	Q5JPE7
P0DTC8	Q8NBK3
P0DTC8	P28799
P0DTC8	P08236
P0DTC8	Q9UMX5
P0DTC8	Q96HE7
P0DTC8	P06865
P0DTC8	Q30201
P0DTC8	P01889
P0DTC8	P10321
P0DTC8	P30519
P0DTC8	P11021
P0DTC8	P52848
P0DTC8	Q06481
P0DTC8	Q86SJ2
P0DTC8	P08069
P0DTC8	P11717
P0DTC8	P18065
P0DTC8	P05067
P0DTC8	P09529
P0DTC8	P23229
P0DTC8	P06756
P0DTC8	P16144
P0DTC8	P18084
P0DTC8	P46977
P0DTC8	Q14573
P0DTC8	Q5JRA6
P0DTC8	O00468
P0DTC8	P18085
P0DTC8	P32004
P0DTC8	P07942
P0DTC8	P55268
P0DTC8	P11047
P0DTC8	Q13753
P0DTC8	Q08380
P0DTC8	P42702
P0DTC8	P49257
P0DTC8	Q9UIQ6
P0DTC8	Q9Y4K0
P0DTC8	A6NMD0
P0DTC8	O75581
P0DTC8	O75197
P0DTC8	P30533
P0DTC8	Q9NS15
P0DTC8	O00754
P0DTC8	O00339
P0DTC8	O15232
P0DTC8	P51689
P0DTC8	P51690
P0DTC8	P33992
P0DTC8	P08581
P0DTC8	P08582
P0DTC8	Q10469
P0DTC8	Q09328
P0DTC8	Q13510
P0DTC8	P33527
P0DTC8	Q12797
P0DTC8	P54802
P0DTC8	P05026
P0DTC8	P54709
P0DTC8	Q92823
P0DTC8	P21589
P0DTC8	Q02818
P0DTC8	P80303
P0DTC8	Q8N5K1
P0DTC8	Q15070
P0DTC8	P13674
P0DTC8	P07237
P0DTC8	Q13219
P0DTC8	O95881
P0DTC8	Q9Y6B6
P0DTC8	Q5T4B2
P0DTC8	Q9BRK5
P0DTC8	Q9NZV1
P0DTC8	Q9Y6I9
P0DTC8	Q9UBS9
P0DTC8	Q6AZY7
P0DTC8	Q9UHG3
P0DTC8	Q9Y385
P0DTC8	P61106
P0DTC8	Q9Y282
P0DTC8	Q9Y394
P0DTC8	Q96BY9
P0DTC8	Q9NZ08
P0DTC8	Q86SF2
P0DTC8	Q92968
P0DTC8	P07093
P0DTC8	Q02809
P0DTC8	Q9UIW2
P0DTC8	Q8IXB1
P0DTC8	Q15165
P0DTC8	P16435
P0DTC8	Q9UM00
P0DTC8	P10619
P0DTC8	Q8TD43
P0DTC8	P23284
P0DTC8	Q9NXH8
P0DTC8	Q6NUQ4
P0DTC8	Q5VV42
P0DTC8	Q9NX62
P0DTC8	Q8N5Y8
P0DTC8	Q9Y679
P0DTC8	Q7L1W4
P0DTC8	Q8IVL5
P0DTC8	Q8N5G2
P0DTC8	Q9NV66
P0DTC8	Q9BXB1
P0DTC8	Q96AG4
P0DTC8	P42785
P0DTC8	Q86SR1
P0DTC8	Q9HBM0
P0DTC8	Q9BTX1
P0DTC8	Q9BV94
P0DTC8	Q9NV96
P0DTC8	Q96AE7
P0DTC8	Q8TDX6
P0DTC8	Q9NZ45
P0DTC8	P14314
P0DTC8	Q8IWU5
P0DTC8	Q13217
P0DTC8	Q9Y5E7
P0DTC8	Q9UN75
P0DTC8	P07602
P0DTC8	P61769
P0DTC8	Q9NPA0
P0DTC8	Q9NYU2
P0DTC8	Q969V3
P0DTC8	Q8NBL1
P0DTC8	Q96A33
P0DTC8	P62191
P0DTC8	Q9GZX9
P0DTC8	Q9HDC9
P0DTC8	Q9ULF5
P0DTC8	Q86SQ4
P0DTC8	Q96AQ6
P0DTC8	Q3KR37
P0DTC8	Q9P246
P0DTC8	Q96CP6
P0DTC8	P18031
P0DTC8	P15153
P0DTC8	Q9HB63
P0DTC8	Q9HB40
P0DTC8	Q15293
P0DTC8	Q14257
P0DTC8	P61009
P0DTC8	P62917
P0DTC8	P32969
P0DTC8	Q02543
P0DTC8	P46778
P0DTC8	P04843
P0DTC8	P04844
P0DTC8	Q9P2E9
P0DTC8	Q9UBV2
P0DTC8	Q9H1B5
P0DTC8	Q32P28
P0DTC8	Q96KC8
P0DTC8	Q8N474
P0DTC8	Q92629
P0DTC8	P51688
P0DTC8	O43765
P0DTC8	Q96GQ5
P0DTC8	Q53EP0
P0DTC8	P13497
P0DTC8	Q15758
P0DTC8	P31641
P0DTC8	P55011
P0DTC8	O75094
P0DTC8	Q96HY6
P0DTC8	Q9BWS9
P0DTC8	Q16658
P0DTC8	P62314
P0DTC8	P35610
P0DTC8	P12931
P0DTC8	P36956
P0DTC8	Q12772
P0DTC8	P48723
P0DTC8	Q10588
P0DTC8	P78536
P0DTC8	P10646
P0DTC8	P02786
P0DTC8	P07996
P0DTC8	P16035
P0DTC8	P09871
P0DTC8	P14625
P0DTC8	O75841
P0DTC8	P98155
P0DTC8	Q86Y07
P0DTC8	P56706
P0DTC8	O43570
P0DTC8	P54289
P0DTC8	Q13724
P0DTC8	P55145
P0DTC8	Q96HD1
P0DTC8	Q9BVC6
P0DTC8	P27708
P0DTC8	Q96N66
P0DTC8	Q6UXH1
P0DTC8	Q13838
P0DTC8	Q8NBP0
P0DTC8	Q96FL9
P0DTC8	Q6PJF5
P0DTC8	Q8NBJ5
P0DTC8	Q6UWX4
P0DTC8	P48307
P0DTC8	Q6ZMP0
P0DTC8	Q6P4A8
P0DTC8	Q9BZ76
P0DTC8	O00124
P0DTC8	Q6NSJ5
P0DTC8	Q9GZP0
P0DTC8	Q9NRG9
P0DTC8	P27797
P0DTC8	Q8TB96
P0DTC8	Q9H3N1
P0DTC8	Q9H0V9
P0DTC8	Q8NBS9
P0DTC8	Q8NC67
P0DTC8	P27824
P0DTC8	Q9H0U3
P0DTC8	Q9H6X2
P0DTC8	O75882
P0DTC8	Q96JF0
P0DTC8	Q8TEQ8
P0DTC8	Q53EU6
P0DTC8	Q96SK2
P0DTC8	P78357
P0DTC8	Q8IWB1
P0DTC8	O60513
P0DTC8	P50454
P0DTC8	Q14703
P0DTC8	Q9UBX1
P0DTC8	Q13444
P0DTC8	P62491
P0DTC8	O60462
P0DTC8	Q9UNP4
P0DTC8	O95470
P0DTC8	O15460
P0DTC8	O95210
P0DTC8	Q5T8D3
P0DTC8	Q969Y0
P0DTC8	Q99650
P0DTC8	O95292
P0DTC8	Q9P0L0
P0DTC8	Q9ULG6
P0DTC8	O95395
P0DTC8	O75911
P0DTC8	P35606
P0DTC8	Q9Y653
P0DTC8	O43396
P0DTC8	Q99805
P0DTC8	Q9UNQ0
P0DTC8	O43529
P0DTC8	Q8WTV0
P0DTC8	O75354
P0DTC8	Q9UNW1
P0DTC8	P13667
P0DTC8	Q92611
P0DTC8	Q9UBG0
P0DTC4	Q99758
P0DTC4	Q9H845
P0DTC4	O95490
P0DTC4	Q96A54
P0DTC4	Q9NX46
P0DTC4	Q9NRZ7
P0DTC4	Q9NRZ5
P0DTC4	Q9NUQ2
P0DTC4	P05091
P0DTC4	Q2TAA5
P0DTC4	Q92685
P0DTC4	Q9Y673
P0DTC4	Q9Y672
P0DTC4	P39687
P0DTC4	Q96BI3
P0DTC4	P48444
P0DTC4	Q8N6S5
P0DTC4	Q9H2C2
P0DTC4	Q12797
P0DTC4	O14525
P0DTC4	Q99941
P0DTC4	Q8NHH9
P0DTC4	Q8NB49
P0DTC4	Q9H7F0
P0DTC4	P30049
P0DTC4	P61421
P0DTC4	O94766
P0DTC4	Q9Y5Z0
P0DTC4	O75531
P0DTC4	Q07812
P0DTC4	P30043
P0DTC4	Q9H2G9
P0DTC4	Q96G97
P0DTC4	Q9NW68
P0DTC4	Q7KYR7
P0DTC4	Q8WVV5
P0DTC4	P78410
P0DTC4	O00478
P0DTC4	O95873
P0DTC4	Q9HA82
P0DTC4	Q8N5B7
P0DTC4	Q6ZMG9
P0DTC4	P26374
P0DTC4	Q8WUX9
P0DTC4	Q9NZ45
P0DTC4	Q96KA5
P0DTC4	Q9P003
P0DTC4	P78357
P0DTC4	Q9Y2V7
P0DTC4	Q7KZN9
P0DTC4	O95476
P0DTC4	Q9BQ39
P0DTC4	Q8TDD1
P0DTC4	O75064
P0DTC4	Q9GZP9
P0DTC4	O75907
P0DTC4	Q96LJ7
P0DTC4	Q6P158
P0DTC4	Q8NDZ4
P0DTC4	Q6Y2X3
P0DTC4	Q13217
P0DTC4	Q15125
P0DTC4	P42892
P0DTC4	Q13144
P0DTC4	Q9BW60
P0DTC4	Q9GZR5
P0DTC4	A1L3X0
P0DTC4	Q9BV81
P0DTC4	Q15375
P0DTC4	O00519
P0DTC4	Q9H0X4
P0DTC4	P22087
P0DTC4	Q9NPG1
P0DTC4	Q9UJ14
P0DTC4	Q9NU53
P0DTC4	P06744
P0DTC4	P51674
P0DTC4	Q9NQ84
P0DTC4	Q8TED1
P0DTC4	Q8IYS0
P0DTC4	P55084
P0DTC4	P01889
P0DTC4	P61604
P0DTC4	Q9Y5U9
P0DTC4	Q9P2H3
P0DTC4	Q70UQ0
P0DTC4	Q71H61
P0DTC4	Q9BUE6
P0DTC4	Q9Y219
P0DTC4	Q9BX67
P0DTC4	Q8WXH2
P0DTC4	Q15842
P0DTC4	Q8NC54
P0DTC4	Q96J84
P0DTC4	Q9Y2Q5
P0DTC4	Q8NC56
P0DTC4	O95202
P0DTC4	P42702
P0DTC4	Q12907
P0DTC4	Q8WVP7
